102000 0.0
2 609757 test1020
2 487263 test1021
2 638700 test1022
2 63271 test1023
2 8425 test1024
2 480605 test1025
2 966994 test1026
2 966920 test1027
2 198183 test1028
2 579625 test1029
2 141956 test1030
2 95677 test1031
2 417523 test1032
2 945160 test1033
2 791680 test1034
2 219584 test1035
2 10361 test1036
2 18257 test1037
2 519443 test1038
2 943494 test1039
2 656800 test1040
2 844049 test1041
2 993304 test1042
2 415613 test1043
2 908116 test1044
2 460110 test1045
2 802317 test1046
2 965972 test1047
2 339758 test1048
2 789865 test1049
1 
2 135187 test1050
2 533875 test1051
2 243714 test1052
2 739100 test1053
2 794562 test1054
2 523852 test1055
2 416582 test1056
2 479651 test1057
2 254822 test1058
2 448841 test1059
2 28890 test1060
2 730104 test1061
2 499611 test1062
2 866405 test1063
2 142776 test1064
2 184886 test1065
2 350464 test1066
2 338199 test1067
2 899706 test1068
2 658335 test1069
2 971931 test1070
2 147944 test1071
2 285890 test1072
2 662521 test1073
2 75273 test1074
2 361702 test1075
2 774281 test1076
2 874323 test1077
2 82912 test1078
2 36081 test1079
2 703944 test1080
2 708325 test1081
2 159331 test1082
2 360498 test1083
2 281532 test1084
2 973013 test1085
2 347489 test1086
2 250092 test1087
2 726682 test1088
2 41686 test1089
2 648490 test1090
2 601770 test1091
2 501135 test1092
2 834283 test1093
2 114671 test1094
2 25688 test1095
2 373362 test1096
2 532938 test1097
2 644021 test1098
2 831726 test1099
1 
2 508041 test1100
2 103899 test1101
2 170870 test1102
2 981831 test1103
2 470645 test1104
2 15519 test1105
2 688084 test1106
2 40464 test1107
2 402363 test1108
2 226862 test1109
2 174202 test1110
2 198747 test1111
2 356527 test1112
2 89753 test1113
2 336273 test1114
2 667347 test1115
2 263231 test1116
2 85998 test1117
2 662876 test1118
2 169994 test1119
2 763097 test1120
2 436569 test1121
2 655345 test1122
2 399151 test1123
2 548602 test1124
2 164327 test1125
2 126101 test1126
2 744539 test1127
2 680980 test1128
2 421286 test1129
2 862194 test1130
2 256074 test1131
2 397147 test1132
2 122537 test1133
2 359671 test1134
2 736807 test1135
2 948781 test1136
2 936744 test1137
2 128909 test1138
2 981951 test1139
2 150620 test1140
2 246467 test1141
2 489393 test1142
2 932120 test1143
2 998553 test1144
2 813031 test1145
2 530866 test1146
2 443227 test1147
2 394814 test1148
2 53769 test1149
1 
2 933257 test1150
2 34284 test1151
2 403255 test1152
2 864272 test1153
2 685200 test1154
2 97818 test1155
2 549582 test1156
2 297167 test1157
2 717921 test1158
2 9522 test1159
2 979027 test1160
2 562160 test1161
2 609228 test1162
2 395950 test1163
2 717732 test1164
2 421356 test1165
2 162804 test1166
2 481547 test1167
2 815327 test1168
2 94134 test1169
2 340294 test1170
2 614712 test1171
2 189345 test1172
2 830839 test1173
2 694743 test1174
2 55850 test1175
2 255929 test1176
2 762996 test1177
2 184090 test1178
2 39244 test1179
2 841838 test1180
2 876237 test1181
2 719290 test1182
2 379028 test1183
2 467945 test1184
2 576031 test1185
2 49562 test1186
2 770289 test1187
2 826625 test1188
2 210056 test1189
2 640039 test1190
2 63008 test1191
2 422113 test1192
2 448394 test1193
2 415766 test1194
2 844702 test1195
2 130712 test1196
2 581513 test1197
2 696191 test1198
2 833784 test1199
1 
2 134013 test1200
2 361774 test1201
2 541206 test1202
2 5502 test1203
2 262461 test1204
2 221614 test1205
2 888450 test1206
2 263894 test1207
2 294019 test1208
2 937317 test1209
2 963739 test1210
2 788268 test1211
2 70146 test1212
2 452892 test1213
2 904965 test1214
2 542535 test1215
2 41762 test1216
2 979625 test1217
2 820003 test1218
2 654647 test1219
2 76292 test1220
2 741494 test1221
2 516794 test1222
2 45739 test1223
2 749492 test1224
2 953242 test1225
2 509284 test1226
2 680607 test1227
2 973610 test1228
2 728163 test1229
2 544494 test1230
2 592114 test1231
2 882429 test1232
2 926709 test1233
2 359182 test1234
2 451029 test1235
2 838821 test1236
2 604939 test1237
2 438148 test1238
2 83360 test1239
2 67179 test1240
2 974684 test1241
2 126219 test1242
2 944575 test1243
2 204527 test1244
2 482778 test1245
2 939644 test1246
2 798473 test1247
2 56725 test1248
2 85076 test1249
1 
2 91264 test1250
2 907249 test1251
2 190350 test1252
2 930428 test1253
2 390704 test1254
2 543893 test1255
2 265150 test1256
2 255106 test1257
2 944523 test1258
2 138036 test1259
2 341583 test1260
2 710366 test1261
2 379795 test1262
2 453053 test1263
2 613010 test1264
2 508973 test1265
2 146948 test1266
2 598146 test1267
2 2573 test1268
2 271923 test1269
2 604402 test1270
2 223243 test1271
2 173989 test1272
2 780735 test1273
2 527486 test1274
2 201863 test1275
2 820073 test1276
2 359788 test1277
2 912564 test1278
2 190429 test1279
2 207928 test1280
2 32579 test1281
2 750660 test1282
2 689377 test1283
2 588817 test1284
2 302590 test1285
2 988508 test1286
2 338467 test1287
2 98293 test1288
2 149160 test1289
2 737630 test1290
2 858721 test1291
2 799099 test1292
2 951008 test1293
2 316355 test1294
2 267740 test1295
2 604400 test1296
2 116540 test1297
2 152972 test1298
2 161352 test1299
1 
2 602408 test1300
2 884553 test1301
2 77536 test1302
2 480028 test1303
2 314726 test1304
2 607985 test1305
2 992263 test1306
2 15114 test1307
2 235107 test1308
2 510774 test1309
2 979585 test1310
2 64457 test1311
2 197759 test1312
2 444506 test1313
2 135876 test1314
2 140365 test1315
2 264577 test1316
2 165921 test1317
2 836881 test1318
2 804440 test1319
2 714956 test1320
2 749294 test1321
2 745842 test1322
2 752362 test1323
2 915041 test1324
2 421130 test1325
2 455826 test1326
2 867540 test1327
2 506635 test1328
2 978884 test1329
2 974584 test1330
2 488875 test1331
2 787051 test1332
2 236082 test1333
2 980322 test1334
2 614935 test1335
2 936288 test1336
2 200789 test1337
2 332410 test1338
2 984459 test1339
2 720466 test1340
2 728987 test1341
2 589687 test1342
2 623183 test1343
2 763100 test1344
2 343293 test1345
2 551891 test1346
2 782777 test1347
2 987028 test1348
2 689609 test1349
1 
2 649508 test1350
2 734266 test1351
2 226360 test1352
2 609658 test1353
2 903706 test1354
2 306516 test1355
2 486966 test1356
2 120771 test1357
2 652180 test1358
2 782121 test1359
2 378583 test1360
2 368299 test1361
2 832351 test1362
2 242415 test1363
2 668810 test1364
2 51473 test1365
2 104140 test1366
2 559104 test1367
2 479369 test1368
2 394321 test1369
2 239916 test1370
2 42894 test1371
2 792106 test1372
2 983039 test1373
2 96426 test1374
2 308724 test1375
2 580164 test1376
2 926096 test1377
2 356166 test1378
2 715943 test1379
2 733628 test1380
2 959513 test1381
2 916650 test1382
2 392907 test1383
2 915691 test1384
2 138415 test1385
2 368362 test1386
2 603938 test1387
2 301357 test1388
2 265965 test1389
2 983453 test1390
2 657247 test1391
2 702857 test1392
2 730643 test1393
2 94290 test1394
2 507225 test1395
2 955128 test1396
2 347723 test1397
2 225457 test1398
2 786651 test1399
1 
2 264020 test1400
2 811272 test1401
2 665520 test1402
2 189656 test1403
2 871007 test1404
2 737543 test1405
2 718190 test1406
2 141756 test1407
2 403244 test1408
2 872631 test1409
2 837551 test1410
2 241565 test1411
2 633325 test1412
2 948021 test1413
2 315125 test1414
2 128016 test1415
2 528923 test1416
2 78256 test1417
2 603127 test1418
2 756504 test1419
2 681148 test1420
2 113068 test1421
2 410497 test1422
2 81402 test1423
2 309332 test1424
2 122082 test1425
2 752167 test1426
2 950444 test1427
2 740906 test1428
2 899652 test1429
2 721191 test1430
2 532011 test1431
2 493813 test1432
2 463517 test1433
2 784538 test1434
2 92844 test1435
2 411940 test1436
2 265623 test1437
2 170839 test1438
2 954794 test1439
2 630151 test1440
2 477079 test1441
2 630757 test1442
2 794014 test1443
2 170589 test1444
2 9346 test1445
2 902554 test1446
2 48141 test1447
2 300410 test1448
2 148323 test1449
1 
2 108500 test1450
2 46587 test1451
2 274901 test1452
2 678565 test1453
2 724307 test1454
2 464957 test1455
2 727084 test1456
2 569722 test1457
2 951410 test1458
2 409772 test1459
2 138004 test1460
2 69342 test1461
2 35456 test1462
2 946230 test1463
2 414752 test1464
2 566 test1465
2 350207 test1466
2 172302 test1467
2 177517 test1468
2 858642 test1469
2 394425 test1470
2 999875 test1471
2 68873 test1472
2 476690 test1473
2 924537 test1474
2 368110 test1475
2 130238 test1476
2 511268 test1477
2 33901 test1478
2 772422 test1479
2 807934 test1480
2 785579 test1481
2 804054 test1482
2 452302 test1483
2 894892 test1484
2 390523 test1485
2 582249 test1486
2 524397 test1487
2 608453 test1488
2 607425 test1489
2 571206 test1490
2 112158 test1491
2 130921 test1492
2 937280 test1493
2 223186 test1494
2 326462 test1495
2 592778 test1496
2 764854 test1497
2 601523 test1498
2 68098 test1499
1 
2 719472 test1500
2 93213 test1501
2 370535 test1502
2 483147 test1503
2 130918 test1504
2 475533 test1505
2 787201 test1506
2 153490 test1507
2 992196 test1508
2 286654 test1509
2 94978 test1510
2 895486 test1511
2 948058 test1512
2 629356 test1513
2 508688 test1514
2 396565 test1515
2 982390 test1516
2 21075 test1517
2 832853 test1518
2 655566 test1519
2 385299 test1520
2 735514 test1521
2 923639 test1522
2 675652 test1523
2 335070 test1524
2 248076 test1525
2 148911 test1526
2 251719 test1527
2 247909 test1528
2 657345 test1529
2 107657 test1530
2 105613 test1531
2 136031 test1532
2 93531 test1533
2 935607 test1534
2 22918 test1535
2 774930 test1536
2 163052 test1537
2 253137 test1538
2 215501 test1539
2 714213 test1540
2 606965 test1541
2 990957 test1542
2 360314 test1543
2 839042 test1544
2 490889 test1545
2 973655 test1546
2 978132 test1547
2 670887 test1548
2 1489 test1549
1 
2 93037 test1550
2 10084 test1551
2 611850 test1552
2 219176 test1553
2 437594 test1554
2 839397 test1555
2 432167 test1556
2 43430 test1557
2 762413 test1558
2 628311 test1559
2 419559 test1560
2 228218 test1561
2 199573 test1562
2 113522 test1563
2 971118 test1564
2 720177 test1565
2 848379 test1566
2 969208 test1567
2 746177 test1568
2 807635 test1569
2 395836 test1570
2 382691 test1571
2 480851 test1572
2 877420 test1573
2 902785 test1574
2 62654 test1575
2 844075 test1576
2 98728 test1577
2 177469 test1578
2 779280 test1579
2 476531 test1580
2 116376 test1581
2 835907 test1582
2 911730 test1583
2 957983 test1584
2 130897 test1585
2 396290 test1586
2 525826 test1587
2 991863 test1588
2 789555 test1589
2 742110 test1590
2 903152 test1591
2 508611 test1592
2 479751 test1593
2 756459 test1594
2 303798 test1595
2 906003 test1596
2 237890 test1597
2 722504 test1598
2 163108 test1599
1 
2 246184 test1600
2 668903 test1601
2 325462 test1602
2 631769 test1603
2 291394 test1604
2 83080 test1605
2 798612 test1606
2 10574 test1607
2 423943 test1608
2 394540 test1609
2 75481 test1610
2 671820 test1611
2 939341 test1612
2 515084 test1613
2 992620 test1614
2 492350 test1615
2 470852 test1616
2 346040 test1617
2 306755 test1618
2 16545 test1619
2 937795 test1620
2 28311 test1621
2 404631 test1622
2 925143 test1623
2 167021 test1624
2 541451 test1625
2 579360 test1626
2 406491 test1627
2 207232 test1628
2 589683 test1629
2 762354 test1630
2 557647 test1631
2 316474 test1632
2 495690 test1633
2 689268 test1634
2 326322 test1635
2 63079 test1636
2 211308 test1637
2 762169 test1638
2 584749 test1639
2 626380 test1640
2 55737 test1641
2 62268 test1642
2 879628 test1643
2 120554 test1644
2 102226 test1645
2 966717 test1646
2 667722 test1647
2 519663 test1648
2 168001 test1649
1 
2 675762 test1650
2 525829 test1651
2 465278 test1652
2 104565 test1653
